Time,SpineBase_X,SpineBase_Y,SpineBase_Z,SpineBase_State,SpineMid_X,SpineMid_Y,SpineMid_Z,SpineMid_State,Neck_X,Neck_Y,Neck_Z,Neck_State,Head_X,Head_Y,Head_Z,Head_State,ShoulderLeft_X,ShoulderLeft_Y,ShoulderLeft_Z,ShoulderLeft_State,ElbowLeft_X,ElbowLeft_Y,ElbowLeft_Z,ElbowLeft_State,WristLeft_X,WristLeft_Y,WristLeft_Z,WristLeft_State,HandLeft_X,HandLeft_Y,HandLeft_Z,HandLeft_State,ShoulderRight_X,ShoulderRight_Y,ShoulderRight_Z,ShoulderRight_State,ElbowRight_X,ElbowRight_Y,ElbowRight_Z,ElbowRight_State,WristRight_X,WristRight_Y,WristRight_Z,WristRight_State,HandRight_X,HandRight_Y,HandRight_Z,HandRight_State,HipLeft_X,HipLeft_Y,HipLeft_Z,HipLeft_State,KneeLeft_X,KneeLeft_Y,KneeLeft_Z,KneeLeft_State,AnkleLeft_X,AnkleLeft_Y,AnkleLeft_Z,AnkleLeft_State,FootLeft_X,FootLeft_Y,FootLeft_Z,FootLeft_State,HipRight_X,HipRight_Y,HipRight_Z,HipRight_State,KneeRight_X,KneeRight_Y,KneeRight_Z,KneeRight_State,AnkleRight_X,AnkleRight_Y,AnkleRight_Z,AnkleRight_State,FootRight_X,FootRight_Y,FootRight_Z,FootRight_State,SpineShoulder_X,SpineShoulder_Y,SpineShoulder_Z,SpineShoulder_State,HandTipLeft_X,HandTipLeft_Y,HandTipLeft_Z,HandTipLeft_State,ThumbLeft_X,ThumbLeft_Y,ThumbLeft_Z,ThumbLeft_State,HandTipRight_X,HandTipRight_Y,HandTipRight_Z,HandTipRight_State,ThumbRight_X,ThumbRight_Y,ThumbRight_Z,ThumbRight_State,
00_00_08_0033,-0.173376,0.050935,4.168144,2,-0.215762,0.326927,4.085214,2,-0.256751,0.598605,3.991857,2,-0.313060,0.727035,3.955608,2,-0.398699,0.485138,4.079565,2,-0.390537,0.241880,4.025250,1,-0.323870,0.213295,3.822127,2,-0.314308,0.234953,3.737473,1,-0.105163,0.513842,3.973130,2,-0.011012,0.282768,3.991835,2,-0.088629,0.062844,3.944285,2,-0.083085,0.015991,3.963737,2,-0.236449,0.046361,4.151409,2,-0.233664,-0.285779,4.179133,1,-0.225383,-0.692011,4.196966,2,-0.276761,-0.731684,4.095592,2,-0.107286,0.054518,4.115162,2,-0.104376,-0.308384,4.077508,2,0.041493,-0.638464,4.025896,1,-0.039608,-0.672852,4.065698,2,-0.246707,0.531490,4.017283,2,-0.311119,0.210286,3.721514,1,-0.316862,0.227057,3.680076,1,-0.108053,-0.042495,3.978177,2,-0.109553,0.024073,3.926870,2,
00_00_08_0067,-0.173357,0.047525,4.178270,2,-0.213908,0.322234,4.092493,2,-0.253100,0.591964,3.996792,2,-0.306468,0.720041,3.958598,2,-0.399503,0.484015,4.079984,2,-0.390811,0.240874,4.024464,1,-0.304907,0.200760,3.831065,2,-0.306432,0.198549,3.766185,2,-0.100022,0.509403,3.983752,2,-0.004095,0.279500,4.016764,2,-0.083512,0.058382,3.970238,2,-0.078034,0.018161,3.979188,2,-0.236615,0.043422,4.156631,2,-0.191511,-0.275382,4.222971,2,-0.218965,-0.681695,4.198969,2,-0.271858,-0.733828,4.109151,2,-0.107022,0.051049,4.131493,2,-0.085705,-0.310943,4.111094,2,-0.031876,-0.622262,4.154979,2,-0.095642,-0.690918,4.125000,2,-0.243543,0.525385,4.022795,2,-0.303268,0.173981,3.750217,1,-0.309046,0.190881,3.708770,1,-0.084668,-0.040706,3.979346,2,-0.113576,0.010219,3.963357,2,
00_00_08_0100,-0.161746,0.041657,4.196795,2,-0.207307,0.312523,4.102427,2,-0.249456,0.577372,4.000536,2,-0.299823,0.706641,3.962650,2,-0.399915,0.483364,4.079998,2,-0.442657,0.241270,4.076973,2,-0.324244,0.219870,3.898960,2,-0.358551,0.251561,3.904558,1,-0.095920,0.504128,3.992301,2,-0.001824,0.255024,4.036818,2,-0.059070,0.057071,4.016717,2,-0.068963,0.008123,4.003789,2,-0.226068,0.035896,4.172662,2,-0.170724,-0.290120,4.208116,2,-0.211231,-0.695455,4.200547,2,-0.281042,-0.708803,4.103737,2,-0.095029,0.047108,4.150758,2,-0.068166,-0.312815,4.124625,2,-0.034102,-0.620586,4.166290,2,-0.057193,-0.682534,4.042728,2,-0.239248,0.512275,4.028031,2,-0.355287,0.226882,3.888607,1,-0.356225,0.202649,3.883712,1,-0.086996,-0.059088,4.003678,2,-0.105089,0.005525,3.978222,2,
00_00_08_0133,-0.156669,0.033756,4.207956,2,-0.202910,0.303051,4.110543,2,-0.246878,0.567731,4.003696,2,-0.289013,0.692125,3.960964,2,-0.402423,0.465147,4.074038,2,-0.375247,0.200489,4.025284,2,-0.261174,0.175806,3.844844,1,-0.223495,0.167768,3.788528,2,-0.089678,0.490194,4.001678,2,-0.000518,0.247084,4.047600,2,-0.043560,0.045913,4.021718,2,-0.068469,-0.011513,4.022372,2,-0.222525,0.028937,4.180239,2,-0.229886,-0.295649,4.236423,2,-0.228361,-0.703028,4.220908,2,-0.246413,-0.695400,4.092037,2,-0.087934,0.038057,4.166415,2,-0.057495,-0.313186,4.134632,2,-0.035559,-0.623591,4.178105,2,-0.053196,-0.685994,4.053645,2,-0.236183,0.502440,4.032434,2,-0.220549,0.143282,3.772541,1,-0.221904,0.119307,3.767602,1,-0.088130,-0.065595,4.013844,2,-0.101372,-0.014840,3.997500,2,
00_00_08_0167,-0.153460,0.023203,4.222414,2,-0.196822,0.282679,4.120789,2,-0.236895,0.531069,4.007040,2,-0.275556,0.663668,3.969382,2,-0.399861,0.450436,4.069850,2,-0.362184,0.172051,4.051325,2,-0.248094,0.144380,3.871377,1,-0.210394,0.135316,3.815227,2,-0.080429,0.474217,4.010737,2,0.001002,0.236612,4.063409,2,-0.026592,-0.011140,4.057854,2,-0.055022,-0.040537,4.047534,2,-0.219402,0.015767,4.194208,2,-0.229538,-0.310882,4.242403,2,-0.226442,-0.718162,4.223339,2,-0.245502,-0.680106,4.100351,2,-0.084898,0.030205,4.180582,2,-0.049376,-0.308042,4.145531,2,-0.036640,-0.626683,4.183922,2,-0.049903,-0.690471,4.059763,2,-0.227247,0.470351,4.038009,2,-0.207486,0.110917,3.799234,1,-0.208891,0.087055,3.794290,1,-0.058703,-0.102004,4.052343,2,-0.079444,-0.037285,4.015050,2,
00_00_08_0200,-0.218784,0.015930,4.255958,2,-0.217079,0.266733,4.135050,2,-0.231261,0.514658,4.009663,2,-0.266476,0.642635,3.965177,2,-0.395564,0.437024,4.065947,2,-0.378811,0.156755,4.050241,2,-0.264789,0.130341,3.870033,1,-0.227129,0.121682,3.813796,2,-0.075667,0.448630,4.020359,2,-0.001956,0.204650,4.085917,2,-0.027029,-0.015454,4.063861,2,-0.050613,-0.057450,4.060677,1,-0.294288,0.019626,4.220908,2,-0.190565,-0.297742,4.242504,2,-0.187946,-0.704166,4.202566,2,-0.273167,-0.690178,4.125734,2,-0.139670,0.011972,4.220843,2,-0.045792,-0.311700,4.145236,2,-0.036745,-0.627257,4.184833,2,-0.046935,-0.693279,4.062012,2,-0.226831,0.455557,4.042253,2,-0.224177,0.097318,3.797804,1,-0.225526,0.073502,3.792863,1,-0.053320,-0.118822,4.062590,2,-0.083837,-0.045720,4.019078,2,
00_00_08_0233,-0.209922,0.003353,4.264591,2,-0.215457,0.244571,4.146050,2,-0.225678,0.476151,4.018270,2,-0.253655,0.606114,3.974909,2,-0.386265,0.393107,4.066516,2,-0.374695,0.148054,4.050033,2,-0.225849,0.166765,3.897840,2,-0.176575,0.173145,3.850938,2,-0.070855,0.425520,4.028226,2,-0.002501,0.192272,4.096524,2,-0.025402,-0.020699,4.074164,2,-0.047578,-0.080643,4.076397,2,-0.283348,0.009491,4.230616,2,-0.201024,-0.315915,4.239796,2,-0.196977,-0.722358,4.201030,2,-0.269900,-0.671132,4.124496,2,-0.132766,-0.003331,4.228681,2,-0.039542,-0.325456,4.141253,2,-0.036713,-0.627803,4.186604,2,-0.042507,-0.694818,4.064178,2,-0.223078,0.417965,4.052978,2,-0.173758,0.148653,3.834946,1,-0.175282,0.124669,3.830001,1,-0.042474,-0.152613,4.080837,2,-0.080657,-0.096433,4.048750,2,
00_00_08_0267,-0.211622,-0.007371,4.274852,2,-0.213074,0.226343,4.155714,2,-0.214172,0.453294,4.024742,2,-0.245535,0.577861,3.976285,2,-0.386209,0.393703,4.067003,2,-0.366692,0.125440,4.058127,2,-0.232070,0.166211,3.896814,2,-0.187529,0.179924,3.846875,1,-0.065597,0.404970,4.040046,2,0.000243,0.187748,4.105533,2,-0.025556,-0.055195,4.090599,2,-0.048614,-0.111790,4.091218,1,-0.285856,-0.000216,4.235798,2,-0.219837,-0.328818,4.246766,1,-0.201635,-0.734452,4.202477,2,-0.262004,-0.665945,4.127736,2,-0.133524,-0.014910,4.245643,2,-0.034314,-0.331530,4.138674,2,-0.036361,-0.628109,4.186991,2,-0.041094,-0.695913,4.065152,2,-0.214545,0.397848,4.059665,2,-0.184684,0.155415,3.830885,1,-0.186171,0.131407,3.825942,1,-0.050036,-0.177246,4.095168,2,-0.073795,-0.104266,4.054533,2,
00_00_08_0300,-0.203832,-0.036459,4.295586,2,-0.207520,0.199834,4.168219,2,-0.210400,0.431977,4.030315,2,-0.236552,0.553034,3.977115,2,-0.369860,0.341181,4.078345,2,-0.367978,0.124743,4.062858,2,-0.208257,0.067911,3.934305,2,-0.155351,0.049081,3.895283,1,-0.053995,0.357536,4.058998,2,-0.005220,0.113918,4.139714,2,-0.028867,-0.089285,4.105406,2,-0.047646,-0.159203,4.104259,1,-0.282118,-0.034032,4.257776,2,-0.240583,-0.215040,4.231384,1,-0.224202,-0.641137,4.182791,2,-0.224597,-0.710085,4.061948,2,-0.122824,-0.038252,4.263237,2,-0.033151,-0.350799,4.130765,2,-0.036098,-0.628184,4.186934,2,-0.038014,-0.697232,4.066028,2,-0.209920,0.374391,4.066981,2,-0.152592,0.024907,3.879277,1,-0.154192,0.001337,3.874319,1,-0.050555,-0.231742,4.094397,2,-0.082139,-0.131278,4.077084,2,
00_00_08_0333,-0.202134,-0.060188,4.307174,2,-0.205016,0.165321,4.181808,2,-0.207062,0.385405,4.044640,2,-0.224261,0.510959,3.995632,2,-0.368287,0.332376,4.080012,2,-0.374887,0.117304,4.080712,2,-0.221544,0.062009,3.943400,2,-0.170770,0.043683,3.901459,1,-0.049031,0.342514,4.065858,2,-0.005613,0.109197,4.145862,2,-0.029427,-0.093723,4.109502,1,-0.048233,-0.164655,4.112946,1,-0.279812,-0.054141,4.267116,2,-0.207243,-0.383429,4.257225,1,-0.224727,-0.642707,4.181934,2,-0.224329,-0.712406,4.061734,2,-0.121426,-0.065593,4.277332,2,-0.027135,-0.368216,4.121047,2,-0.036052,-0.628377,4.187191,2,-0.012193,-0.716892,4.141914,2,-0.206706,0.331245,4.081149,2,-0.167972,0.019523,3.885453,1,-0.169522,-0.004029,3.880498,1,-0.058477,-0.233252,4.093111,2,-0.082026,-0.150524,4.092636,2,
00_00_08_0367,-0.204505,-0.077585,4.315102,2,-0.204466,0.150733,4.187613,2,-0.204336,0.374564,4.048563,2,-0.216824,0.497350,3.996124,2,-0.362399,0.312235,4.084038,2,-0.376898,0.107394,4.095210,2,-0.224579,0.060376,3.953459,2,-0.174146,0.044800,3.910040,1,-0.048092,0.324327,4.073834,2,-0.003407,0.104736,4.155880,2,-0.028276,-0.104798,4.128223,1,-0.046064,-0.177074,4.114294,1,-0.283034,-0.072887,4.272327,2,-0.207034,-0.401403,4.260478,1,-0.226055,-0.642486,4.181318,2,-0.224316,-0.712281,4.061188,2,-0.122799,-0.081396,4.287873,2,-0.022624,-0.375151,4.115644,2,-0.035385,-0.628850,4.187066,2,-0.014709,-0.717927,4.140409,2,-0.204426,0.319273,4.085553,2,-0.171341,0.020638,3.894035,1,-0.172882,-0.002918,3.889080,1,-0.053629,-0.243411,4.085934,2,-0.077848,-0.153084,4.093750,2,
00_00_08_0400,-0.207839,-0.094527,4.321712,2,-0.203846,0.126308,4.197339,2,-0.197809,0.341846,4.062000,2,-0.209213,0.466560,4.012191,2,-0.360533,0.297691,4.087358,2,-0.373769,0.097215,4.120744,2,-0.246886,0.053219,3.953688,2,-0.237408,0.048870,3.961511,2,-0.038658,0.305542,4.088335,2,-0.010655,0.048815,4.178829,2,-0.036747,-0.171888,4.151582,1,-0.051653,-0.219058,4.112399,1,-0.288101,-0.087649,4.279116,2,-0.209136,-0.415952,4.259148,1,-0.229024,-0.641734,4.178112,2,-0.224671,-0.711551,4.058037,2,-0.124120,-0.100166,4.294190,2,-0.021850,-0.385803,4.107287,2,-0.017537,-0.679058,4.161296,2,-0.014895,-0.748551,4.041223,2,-0.199576,0.288617,4.098018,2,-0.237885,0.061104,3.921822,2,-0.222964,0.042338,3.959500,2,-0.064887,-0.258606,4.092391,2,-0.092493,-0.214007,4.105385,2,
00_00_08_0433,-0.204384,-0.108294,4.329490,2,-0.200051,0.111746,4.205719,2,-0.194780,0.328640,4.069942,2,-0.204161,0.451711,4.018384,2,-0.356304,0.280235,4.093876,2,-0.375007,0.079584,4.149184,2,-0.249196,0.030517,3.982777,1,-0.240119,0.028131,3.983337,2,-0.036321,0.299205,4.093090,2,-0.004826,0.043102,4.184025,2,-0.031545,-0.171573,4.154250,1,-0.045991,-0.220602,4.114920,1,-0.286862,-0.102632,4.283094,2,-0.363104,-0.381692,4.072379,2,-0.232049,-0.638920,4.175786,2,-0.267862,-0.723147,4.136229,2,-0.118100,-0.113088,4.306671,2,-0.020789,-0.389807,4.101245,2,-0.016349,-0.683041,4.155232,2,-0.010890,-0.739744,4.195868,2,-0.196257,0.274914,4.106149,2,-0.213432,0.029444,3.961828,2,-0.222817,0.040362,3.975800,2,-0.062806,-0.258923,4.097420,2,-0.091103,-0.212587,4.105416,2,
00_00_08_0467,-0.206684,-0.142886,4.392028,2,-0.198175,0.080604,4.249783,2,-0.190487,0.307434,4.089640,2,-0.199776,0.429415,4.037272,2,-0.347403,0.242569,4.116108,2,-0.379860,0.048124,4.161154,2,-0.243468,0.013401,3.998562,1,-0.228700,0.008387,3.991790,2,-0.023717,0.251534,4.133324,2,-0.004149,0.035616,4.192109,2,-0.031338,-0.167035,4.158923,1,-0.045310,-0.218740,4.122549,1,-0.286204,-0.136330,4.351133,2,-0.359378,-0.383234,4.096631,1,-0.234195,-0.638518,4.175503,2,-0.272697,-0.721633,4.137249,2,-0.123865,-0.147159,4.362776,2,-0.023268,-0.374498,4.097030,2,-0.023847,-0.667962,4.150362,2,0.002329,-0.738625,4.171117,2,-0.192294,0.251021,4.131479,2,-0.218704,0.022259,3.960327,2,-0.218638,-0.000921,3.985091,2,-0.087518,-0.282355,4.114814,2,-0.079952,-0.188927,4.107333,2,
00_00_08_0500,-0.201068,-0.149398,4.399726,2,-0.196273,0.076964,4.255840,2,-0.190676,0.301427,4.100462,2,-0.195647,0.422129,4.046661,2,-0.347495,0.229900,4.128560,2,-0.381428,0.030089,4.158985,2,-0.238551,0.002560,4.002195,1,-0.225838,0.005430,4.004628,2,-0.026123,0.247533,4.137447,2,0.022205,0.027050,4.222480,2,-0.030778,-0.204370,4.124230,2,-0.039400,-0.266978,4.100426,1,-0.279563,-0.145640,4.359237,2,-0.373572,-0.353401,4.074393,2,-0.234206,-0.638602,4.175457,2,-0.265978,-0.724527,4.137933,2,-0.119158,-0.151284,4.370181,2,0.009991,-0.303126,4.060601,2,-0.036998,-0.632691,4.186294,2,-0.001891,-0.717933,4.144114,2,-0.191948,0.245724,4.141245,2,-0.234352,0.007899,3.951824,2,-0.205850,-0.002887,4.000222,2,-0.042392,-0.340369,4.074135,2,-0.081695,-0.253650,4.102600,2,
00_00_08_0533,-0.201501,-0.154307,4.404378,2,-0.194002,0.071220,4.266666,2,-0.183929,0.293942,4.121113,2,-0.190740,0.413882,4.066727,2,-0.347526,0.229730,4.129013,2,-0.388690,0.032260,4.168742,2,-0.243821,0.000954,4.014675,1,-0.220487,-0.002236,4.008339,2,-0.024341,0.240615,4.149858,2,0.022547,0.020299,4.225176,2,-0.031031,-0.203300,4.124850,2,-0.042022,-0.268154,4.097474,1,-0.279488,-0.149863,4.363251,2,-0.373773,-0.351846,4.073840,2,-0.233314,-0.639883,4.175276,2,-0.266022,-0.725420,4.137157,2,-0.120235,-0.156566,4.375394,2,0.008790,-0.299902,4.061242,2,-0.035196,-0.634966,4.185308,2,0.002196,-0.719430,4.145119,2,-0.186622,0.238685,4.159402,2,-0.195689,0.010664,3.984331,2,-0.214593,-0.024688,4.012143,2,-0.053515,-0.340616,4.077101,2,-0.081617,-0.253402,4.098453,2,
00_00_08_0567,-0.201186,-0.167716,4.410063,2,-0.195970,0.062817,4.275640,2,-0.189314,0.289186,4.132175,2,-0.188835,0.415808,4.085327,2,-0.345483,0.211843,4.158332,2,-0.401519,0.018617,4.187387,2,-0.246700,0.003934,4.019746,1,-0.231277,-0.005898,4.037978,2,-0.027530,0.232059,4.180243,2,0.024148,0.019144,4.230687,2,-0.031035,-0.202722,4.126006,2,-0.041943,-0.268748,4.100957,1,-0.279445,-0.163275,4.367084,2,-0.373427,-0.354516,4.069465,2,-0.234008,-0.639001,4.174493,2,-0.264688,-0.725357,4.138156,2,-0.119683,-0.169682,4.383038,2,0.001812,-0.301085,4.059883,2,-0.033311,-0.636526,4.184633,2,0.003145,-0.721413,4.145382,2,-0.191069,0.233070,4.170033,2,-0.196229,-0.001074,4.013665,2,-0.206900,0.023330,4.044125,2,-0.053487,-0.340330,4.073701,2,-0.081673,-0.256767,4.101308,2,
00_00_08_0600,-0.203488,-0.178353,4.414850,2,-0.194973,0.053540,4.290596,2,-0.183682,0.282479,4.162028,2,-0.188164,0.404752,4.110342,2,-0.344595,0.208499,4.171880,2,-0.430263,-0.014663,4.210281,2,-0.267496,-0.012005,4.072701,1,-0.229630,-0.011839,4.057993,2,-0.025931,0.225745,4.192602,2,0.020729,0.015287,4.245265,2,-0.027709,-0.167316,4.153152,2,-0.045769,-0.221120,4.125593,1,-0.282262,-0.173300,4.372485,2,-0.373730,-0.352843,4.065916,2,-0.233487,-0.639619,4.173071,2,-0.265172,-0.725641,4.139109,2,-0.121452,-0.180653,4.387142,2,0.002379,-0.304472,4.061646,2,-0.032219,-0.637676,4.184212,2,0.003825,-0.722729,4.145187,2,-0.186809,0.225498,4.195802,2,-0.193903,0.008001,4.002832,2,-0.207754,-0.016829,4.060909,2,-0.049740,-0.294145,4.071813,2,-0.086183,-0.226632,4.117375,2,
00_00_08_0633,-0.205151,-0.186429,4.419645,2,-0.199788,0.048147,4.306506,2,-0.194904,0.282406,4.189061,2,-0.191383,0.405204,4.138163,2,-0.343606,0.206198,4.192022,2,-0.457363,-0.025447,4.222478,2,-0.249193,-0.005018,4.061716,1,-0.227313,-0.009057,4.074703,2,-0.028888,0.219533,4.222828,2,0.023109,0.011193,4.257025,2,-0.029826,-0.179630,4.150737,2,-0.047284,-0.238308,4.120089,1,-0.284087,-0.180524,4.377706,2,-0.375630,-0.351523,4.065738,2,-0.235307,-0.639972,4.172574,2,-0.263823,-0.727087,4.139818,2,-0.122942,-0.189475,4.391486,2,0.004026,-0.300668,4.062252,2,-0.031478,-0.638554,4.184518,2,0.004811,-0.723453,4.144712,2,-0.196122,0.223972,4.220348,2,-0.189255,-0.000714,4.043034,2,-0.211061,0.010091,4.089167,2,-0.049680,-0.315877,4.067141,2,-0.086648,-0.233108,4.118701,2,
00_00_08_0667,-0.204890,-0.193032,4.425407,2,-0.199468,0.044293,4.319142,2,-0.193992,0.281136,4.204662,2,-0.192419,0.414173,4.166662,2,-0.341636,0.207001,4.216495,2,-0.438167,-0.030240,4.227423,2,-0.212173,-0.009609,4.054722,1,-0.201599,-0.000469,4.059078,1,-0.030590,0.219209,4.238277,2,0.024543,0.009926,4.281662,2,-0.027839,-0.184551,4.155466,2,-0.045825,-0.240448,4.120397,1,-0.283651,-0.187604,4.386234,2,-0.374356,-0.347415,4.067413,2,-0.235763,-0.639583,4.172783,2,-0.260395,-0.727860,4.141570,2,-0.122834,-0.195572,4.395043,2,0.003858,-0.296205,4.061918,2,-0.030997,-0.638645,4.184689,2,0.004850,-0.723691,4.144492,2,-0.195421,0.222205,4.235444,2,-0.181618,0.008077,4.052501,2,-0.190324,-0.018393,4.065600,2,-0.044598,-0.319347,4.073807,2,-0.092019,-0.251123,4.115600,2,
00_00_08_0700,-0.205900,-0.199214,4.428508,2,-0.199559,0.041124,4.334831,2,-0.191513,0.283266,4.242668,2,-0.194370,0.410614,4.197001,2,-0.341942,0.205297,4.228251,2,-0.399693,0.009222,4.248952,2,-0.239556,0.003220,4.108319,1,-0.222070,-0.003284,4.084301,2,-0.033320,0.216029,4.269915,2,0.020132,0.005074,4.292962,2,-0.021634,-0.171550,4.185512,2,-0.036987,-0.200980,4.150975,1,-0.285667,-0.192833,4.391544,2,-0.374940,-0.344682,4.067950,2,-0.237165,-0.638852,4.172378,2,-0.259098,-0.727851,4.141382,2,-0.122956,-0.203194,4.396061,2,0.003884,-0.295834,4.060422,2,-0.027707,-0.641891,4.183958,2,0.005630,-0.727904,4.144570,2,-0.193790,0.222730,4.266943,2,-0.197275,0.015414,4.048054,2,-0.204206,-0.019148,4.089091,2,-0.042904,-0.231720,4.119159,2,-0.071772,-0.190256,4.132500,2,
00_00_08_0733,-0.203990,-0.206033,4.439237,2,-0.200786,0.039988,4.357607,2,-0.197355,0.286511,4.265164,2,-0.197428,0.420335,4.228023,2,-0.352853,0.187793,4.277728,2,-0.461189,-0.030403,4.293062,2,-0.277404,0.002685,4.120301,1,-0.221483,0.004442,4.105902,2,-0.035418,0.218204,4.285322,2,0.017595,0.003246,4.311647,2,-0.020849,-0.164838,4.188887,2,-0.036821,-0.200317,4.156653,1,-0.283078,-0.201650,4.402143,2,-0.374504,-0.341469,4.073218,2,-0.238092,-0.638000,4.172709,2,-0.255221,-0.728135,4.139243,2,-0.121695,-0.207619,4.406343,2,0.003054,-0.289670,4.066786,2,-0.027782,-0.641940,4.183877,2,0.006019,-0.727807,4.144844,2,-0.198464,0.225278,4.290730,2,-0.194224,0.016309,4.086967,2,-0.208875,-0.009818,4.099000,2,-0.076401,-0.271388,4.117817,2,-0.076629,-0.211272,4.128858,2,
00_00_08_0767,-0.205402,-0.208039,4.449684,2,-0.202416,0.040923,4.372000,2,-0.198973,0.288749,4.283228,2,-0.200095,0.426739,4.257181,2,-0.355177,0.195898,4.290763,2,-0.441609,-0.035999,4.292998,2,-0.277499,0.001095,4.128088,1,-0.220899,0.010579,4.124474,2,-0.039680,0.223450,4.317105,2,0.014221,0.004908,4.323152,2,-0.020260,-0.161060,4.196057,2,-0.042116,-0.197653,4.164258,1,-0.283988,-0.204397,4.415239,2,-0.379258,-0.338205,4.084763,2,-0.239192,-0.637072,4.173005,2,-0.255322,-0.727397,4.137650,2,-0.123442,-0.208779,4.414366,2,0.003077,-0.280617,4.072926,2,-0.027518,-0.641598,4.184107,2,0.005348,-0.727805,4.145036,2,-0.199992,0.227221,4.307591,2,-0.189235,0.030452,4.098333,2,-0.209999,-0.005228,4.118667,2,-0.048690,-0.227346,4.129951,2,-0.079096,-0.197757,4.152000,2,
00_00_08_0800,-0.205661,-0.207166,4.458527,2,-0.205379,0.046010,4.389107,2,-0.205944,0.298209,4.310276,2,-0.206250,0.434685,4.290082,2,-0.359668,0.201578,4.320088,2,-0.448152,-0.037825,4.315291,2,-0.265548,0.001038,4.133062,1,-0.224723,0.020001,4.139345,2,-0.043420,0.222793,4.328511,2,0.009646,0.006293,4.335138,2,-0.019304,-0.157761,4.203918,2,-0.043615,-0.196137,4.168906,1,-0.284397,-0.203487,4.421315,2,-0.395102,-0.289608,4.078688,2,-0.243219,-0.633902,4.173464,2,-0.246554,-0.725793,4.141787,2,-0.123541,-0.207866,4.426197,2,0.002542,-0.278215,4.084231,2,-0.026496,-0.641404,4.183147,2,0.003609,-0.728591,4.144859,2,-0.205811,0.235553,4.332040,2,-0.192881,0.029445,4.099356,2,-0.215274,-0.003015,4.140500,2,-0.060109,-0.228150,4.144577,2,-0.075383,-0.189671,4.155692,2,
00_00_08_0833,-0.206887,-0.206673,4.464807,2,-0.207885,0.049724,4.407243,2,-0.208633,0.304696,4.342129,2,-0.210744,0.437241,4.304731,2,-0.360814,0.206015,4.340854,2,-0.450292,-0.035301,4.346652,2,-0.256921,0.003902,4.157619,1,-0.225215,0.029157,4.149339,2,-0.044140,0.224134,4.353488,2,0.007485,0.012039,4.355404,2,-0.018592,-0.151294,4.211191,2,-0.043435,-0.195611,4.172338,1,-0.286075,-0.202361,4.428025,2,-0.394333,-0.326295,4.097755,2,-0.245138,-0.632523,4.172819,2,-0.251780,-0.724210,4.139284,2,-0.124370,-0.207869,4.431747,2,0.002576,-0.275607,4.089536,2,-0.026148,-0.640682,4.183558,2,0.002611,-0.728196,4.143445,2,-0.208577,0.241411,4.360407,2,-0.195202,0.038691,4.129547,2,-0.205589,0.013251,4.140334,2,-0.048532,-0.249492,4.125323,2,-0.074112,-0.185836,4.159636,2,
00_00_08_0867,-0.209723,-0.205764,4.467003,2,-0.210064,0.051527,4.412850,2,-0.209229,0.306486,4.349802,2,-0.215495,0.445728,4.330934,2,-0.361354,0.206527,4.342060,2,-0.412846,0.008417,4.351213,2,-0.275456,0.026548,4.187984,1,-0.221005,0.038872,4.162506,2,-0.044226,0.228324,4.371773,2,0.004814,0.016570,4.363673,2,-0.018559,-0.151208,4.212727,2,-0.037085,-0.192794,4.168352,1,-0.290466,-0.200543,4.431684,2,-0.403308,-0.252951,4.082245,2,-0.280426,-0.641735,4.086702,2,-0.266201,-0.694158,3.954947,2,-0.125974,-0.207569,4.432805,2,0.003470,-0.272223,4.090940,2,-0.023978,-0.640322,4.183294,2,0.001951,-0.728503,4.141185,2,-0.209603,0.243249,4.367674,2,-0.203381,0.059261,4.122164,2,-0.199534,0.017359,4.165401,2,-0.038272,-0.217856,4.132257,2,-0.074629,-0.188501,4.151495,2,
00_00_08_0900,-0.207630,-0.200881,4.482443,2,-0.209623,0.059120,4.437659,2,-0.211655,0.315498,4.381451,2,-0.219284,0.446808,4.354728,2,-0.367065,0.212186,4.394901,2,-0.447559,-0.000157,4.365804,2,-0.281910,0.024990,4.206239,1,-0.233874,0.043766,4.192389,2,-0.049200,0.229411,4.387324,2,0.005381,0.016099,4.373510,2,-0.022722,-0.137608,4.229227,2,-0.039510,-0.155797,4.201313,1,-0.288619,-0.196104,4.447196,2,-0.392460,-0.268460,4.098624,2,-0.249376,-0.631651,4.170231,2,-0.255113,-0.723163,4.129457,2,-0.123562,-0.202533,4.447541,2,-0.001609,-0.267958,4.102838,2,-0.023076,-0.640068,4.183159,2,-0.023139,-0.691471,4.049931,2,-0.211216,0.251946,4.397724,2,-0.204554,0.060836,4.145497,2,-0.203132,0.025461,4.193250,2,-0.077393,-0.229593,4.170825,2,-0.068506,-0.147254,4.180900,2,
