Time,SpineBase_X,SpineBase_Y,SpineBase_Z,SpineBase_State,SpineMid_X,SpineMid_Y,SpineMid_Z,SpineMid_State,Neck_X,Neck_Y,Neck_Z,Neck_State,Head_X,Head_Y,Head_Z,Head_State,ShoulderLeft_X,ShoulderLeft_Y,ShoulderLeft_Z,ShoulderLeft_State,ElbowLeft_X,ElbowLeft_Y,ElbowLeft_Z,ElbowLeft_State,WristLeft_X,WristLeft_Y,WristLeft_Z,WristLeft_State,HandLeft_X,HandLeft_Y,HandLeft_Z,HandLeft_State,ShoulderRight_X,ShoulderRight_Y,ShoulderRight_Z,ShoulderRight_State,ElbowRight_X,ElbowRight_Y,ElbowRight_Z,ElbowRight_State,WristRight_X,WristRight_Y,WristRight_Z,WristRight_State,HandRight_X,HandRight_Y,HandRight_Z,HandRight_State,HipLeft_X,HipLeft_Y,HipLeft_Z,HipLeft_State,KneeLeft_X,KneeLeft_Y,KneeLeft_Z,KneeLeft_State,AnkleLeft_X,AnkleLeft_Y,AnkleLeft_Z,AnkleLeft_State,FootLeft_X,FootLeft_Y,FootLeft_Z,FootLeft_State,HipRight_X,HipRight_Y,HipRight_Z,HipRight_State,KneeRight_X,KneeRight_Y,KneeRight_Z,KneeRight_State,AnkleRight_X,AnkleRight_Y,AnkleRight_Z,AnkleRight_State,FootRight_X,FootRight_Y,FootRight_Z,FootRight_State,SpineShoulder_X,SpineShoulder_Y,SpineShoulder_Z,SpineShoulder_State,HandTipLeft_X,HandTipLeft_Y,HandTipLeft_Z,HandTipLeft_State,ThumbLeft_X,ThumbLeft_Y,ThumbLeft_Z,ThumbLeft_State,HandTipRight_X,HandTipRight_Y,HandTipRight_Z,HandTipRight_State,ThumbRight_X,ThumbRight_Y,ThumbRight_Z,ThumbRight_State,
00_00_01_0933,-0.118425,0.053653,3.786973,2,-0.145168,0.348148,3.752512,2,-0.170741,0.636656,3.707031,2,-0.198252,0.781254,3.696599,2,-0.335834,0.508300,3.758404,2,-0.378189,0.299391,3.770243,2,-0.237242,0.382946,3.634135,1,-0.190972,0.392027,3.624093,1,0.000895,0.536113,3.701604,2,0.088213,0.307393,3.681042,2,0.079901,0.128196,3.567381,2,0.079038,0.095371,3.522276,2,-0.188471,0.054889,3.749687,2,-0.206581,-0.299578,3.664366,2,-0.203201,-0.662350,3.634933,2,-0.216329,-0.711791,3.502344,2,-0.046189,0.051364,3.753833,2,-0.001947,-0.337404,3.899823,2,-0.002164,-0.635358,4.126002,2,-0.017158,-0.685718,3.993206,2,-0.164520,0.565403,3.720545,2,-0.121976,0.431968,3.608762,2,-0.158617,0.325615,3.593215,2,0.073784,0.036932,3.506999,2,0.070548,0.114645,3.476700,2,
00_00_01_0967,-0.130463,0.059563,3.752752,2,-0.156678,0.354447,3.714501,2,-0.181986,0.643283,3.663931,2,-0.206380,0.788306,3.649488,2,-0.350005,0.511889,3.706987,2,-0.397813,0.310096,3.752677,2,-0.281182,0.419217,3.611713,1,-0.235676,0.428879,3.597299,1,-0.002412,0.543543,3.680314,2,0.083070,0.308706,3.666862,2,0.093293,0.129122,3.554085,2,0.089461,0.087879,3.513248,2,-0.199091,0.058264,3.723215,2,-0.213223,-0.306196,3.647587,2,-0.204061,-0.661876,3.634030,2,-0.207776,-0.711415,3.500519,2,-0.059366,0.060215,3.711002,2,0.008640,-0.338997,3.822862,2,-0.005148,-0.632317,4.091582,2,0.036497,-0.701552,4.104433,2,-0.175814,0.571968,3.678828,2,-0.167318,0.475180,3.579535,2,-0.204883,0.362112,3.563353,2,0.094059,0.030752,3.502499,2,0.061000,0.083018,3.497417,2,
00_00_02_0000,-0.136142,0.065866,3.715626,2,-0.162620,0.361703,3.680633,2,-0.187974,0.651076,3.634277,2,-0.210255,0.793597,3.618378,2,-0.353936,0.513589,3.673069,2,-0.402519,0.315880,3.700547,2,-0.267675,0.446455,3.604436,1,-0.216001,0.454888,3.557268,1,-0.006818,0.546903,3.638652,2,0.077312,0.307656,3.646689,2,0.100466,0.124576,3.542577,2,0.102025,0.081879,3.514113,2,-0.207130,0.062698,3.678748,2,-0.215998,-0.309906,3.639918,2,-0.205076,-0.657658,3.633243,2,-0.211159,-0.706841,3.499669,2,-0.062820,0.067336,3.681961,2,0.005511,-0.315121,3.734990,2,-0.007240,-0.598574,4.013863,2,0.028271,-0.676105,4.017143,2,-0.181811,0.579670,3.648040,2,-0.148306,0.501090,3.543423,2,-0.184423,0.390453,3.524000,2,0.106101,0.011738,3.496355,2,0.080374,0.108884,3.480666,2,
00_00_02_0033,-0.140718,0.073853,3.684601,2,-0.167358,0.365910,3.645279,2,-0.193053,0.651260,3.593409,2,-0.211005,0.797144,3.580951,2,-0.355448,0.533045,3.633322,2,-0.406114,0.326227,3.679818,2,-0.273170,0.451272,3.573137,1,-0.222938,0.459726,3.522096,1,-0.008899,0.555399,3.619887,2,0.076512,0.307760,3.630380,2,0.105486,0.117785,3.543032,2,0.115477,0.071725,3.523804,2,-0.210180,0.068247,3.649022,2,-0.218864,-0.315488,3.628663,2,-0.204823,-0.653771,3.633267,2,-0.204762,-0.703356,3.499590,2,-0.068703,0.078119,3.649794,2,0.000577,-0.313216,3.666627,2,-0.015642,-0.603550,3.938551,2,0.020524,-0.687747,3.917772,2,-0.186791,0.580895,3.608641,2,-0.155043,0.504503,3.512385,2,-0.190488,0.403834,3.493200,2,0.124410,-0.006371,3.530653,2,0.083537,0.083799,3.500385,2,
00_00_02_0067,-0.147191,0.082813,3.648709,2,-0.169573,0.372442,3.612705,2,-0.191494,0.655854,3.565047,2,-0.211474,0.798850,3.537051,2,-0.360466,0.541990,3.605993,2,-0.400504,0.331987,3.600350,2,-0.288713,0.318661,3.416766,2,-0.269280,0.307169,3.421029,2,-0.011560,0.562265,3.593254,2,0.076254,0.306616,3.618850,2,0.110053,0.112080,3.546262,2,0.125733,0.061065,3.537400,2,-0.214815,0.077507,3.609741,2,-0.220699,-0.310625,3.618953,2,-0.204241,-0.651826,3.632884,2,-0.204050,-0.700876,3.498898,2,-0.076596,0.086540,3.617241,2,-0.006402,-0.300930,3.596321,2,-0.028479,-0.595074,3.856159,2,0.001619,-0.681637,3.810266,2,-0.186122,0.585921,3.579167,2,-0.270119,0.312036,3.375432,2,-0.303380,0.320706,3.354500,2,0.136679,-0.017022,3.550518,2,0.094983,0.047767,3.524750,2,
00_00_02_0100,-0.149027,0.082753,3.614836,2,-0.169246,0.371861,3.574482,2,-0.188304,0.654557,3.522277,2,-0.212920,0.802219,3.499819,2,-0.358873,0.550816,3.550584,2,-0.411930,0.349661,3.564917,2,-0.298403,0.316370,3.384182,2,-0.271419,0.324428,3.389165,2,-0.015515,0.567799,3.556637,2,0.074697,0.307800,3.601355,2,0.118070,0.108432,3.556116,2,0.128451,0.061904,3.554093,2,-0.217156,0.075262,3.576082,2,-0.222174,-0.314043,3.612422,2,-0.203031,-0.649706,3.632983,2,-0.197254,-0.699115,3.499245,2,-0.077977,0.088645,3.583297,2,-0.010782,-0.302978,3.531860,2,-0.052351,-0.619835,3.760399,2,-0.004157,-0.696757,3.707151,2,-0.183720,0.584824,3.537520,2,-0.289205,0.345779,3.307343,2,-0.314952,0.307025,3.343111,2,0.153794,0.002277,3.555849,2,0.090330,0.058066,3.555455,2,
00_00_02_0133,-0.153867,0.082531,3.584577,2,-0.173387,0.371753,3.544134,2,-0.191887,0.654556,3.492312,2,-0.207641,0.798032,3.465506,2,-0.359304,0.553211,3.519958,2,-0.414153,0.349072,3.512411,2,-0.300871,0.344625,3.315477,2,-0.286352,0.340237,3.323337,2,-0.014543,0.565787,3.534501,2,0.073526,0.308778,3.593095,2,0.122111,0.108755,3.561278,2,0.145494,0.050347,3.572841,2,-0.222250,0.075533,3.543533,2,-0.220840,-0.319597,3.602996,2,-0.200048,-0.652118,3.633073,2,-0.191835,-0.701355,3.499381,2,-0.082472,0.087950,3.555287,2,-0.019049,-0.300573,3.471310,2,-0.056892,-0.636258,3.650970,2,-0.009168,-0.711108,3.590461,2,-0.187426,0.584799,3.507433,2,-0.273254,0.355144,3.267409,2,-0.322009,0.348483,3.292571,2,0.177394,-0.007468,3.593845,2,0.120151,0.034166,3.571071,2,
00_00_02_0167,-0.158242,0.079767,3.543239,2,-0.174359,0.369097,3.502734,2,-0.189561,0.651926,3.450325,2,-0.202858,0.796133,3.423213,2,-0.355928,0.554871,3.474623,2,-0.404863,0.345194,3.444050,2,-0.294761,0.334587,3.258839,2,-0.288038,0.348194,3.255547,2,-0.014437,0.562765,3.495211,2,0.070891,0.311977,3.574647,2,0.130359,0.107565,3.570454,2,0.146980,0.066016,3.579725,2,-0.227077,0.072625,3.501901,2,-0.221175,-0.327424,3.589350,2,-0.186317,-0.660814,3.623671,2,-0.176431,-0.709936,3.490111,2,-0.086270,0.085334,3.514379,2,-0.030899,-0.308554,3.416606,2,-0.043998,-0.644818,3.539598,2,-0.039013,-0.729827,3.472242,2,-0.185919,0.582173,3.465628,2,-0.272576,0.366030,3.207733,2,-0.324351,0.346550,3.235750,2,0.162445,0.026660,3.587181,2,0.116705,0.061435,3.569200,2,
00_00_02_0200,-0.159251,0.077553,3.513992,2,-0.175664,0.366764,3.476959,2,-0.191094,0.649513,3.428284,2,-0.195878,0.789945,3.389013,2,-0.349492,0.555944,3.433296,2,-0.411832,0.331932,3.389354,2,-0.327473,0.343403,3.271221,2,-0.292995,0.354074,3.205023,2,-0.012608,0.556248,3.468179,2,0.071280,0.307370,3.553525,2,0.134556,0.104146,3.578745,2,0.154998,0.052853,3.603017,2,-0.226921,0.069894,3.472671,2,-0.222054,-0.347793,3.567528,2,-0.187370,-0.668117,3.619613,2,-0.214629,-0.753805,3.572810,2,-0.088407,0.083658,3.484979,2,-0.038763,-0.315550,3.361903,2,-0.026276,-0.654908,3.408679,2,-0.012468,-0.719703,3.310213,2,-0.187400,0.579777,3.442643,2,-0.267374,0.368104,3.175588,2,-0.333265,0.368192,3.195625,2,0.182196,-0.002608,3.640720,2,0.130147,0.026685,3.591834,2,
00_00_02_0233,-0.158856,0.069210,3.470284,2,-0.170007,0.357994,3.429288,2,-0.180231,0.640489,3.378208,2,-0.188180,0.779439,3.339588,2,-0.343242,0.556080,3.405154,2,-0.416092,0.323353,3.334657,2,-0.298884,0.359119,3.158011,2,-0.294670,0.357091,3.145626,2,-0.007049,0.546423,3.433805,2,0.074630,0.304672,3.536128,2,0.135630,0.104100,3.582943,2,0.152732,0.060226,3.611994,2,-0.228133,0.062029,3.429962,2,-0.221684,-0.354317,3.548579,2,-0.187865,-0.670978,3.614105,2,-0.213751,-0.757866,3.575867,2,-0.086328,0.074986,3.440355,2,-0.038059,-0.330218,3.311096,2,-0.027441,-0.652663,3.293406,2,-0.014412,-0.713867,3.181641,2,-0.177798,0.570803,3.393003,2,-0.289835,0.393330,3.094132,2,-0.334430,0.363351,3.135500,2,0.184241,-0.001821,3.653758,2,0.117909,0.046229,3.591250,2,
00_00_02_0267,-0.159881,0.059007,3.424360,2,-0.168421,0.351087,3.392545,2,-0.176606,0.635851,3.347146,2,-0.179750,0.773577,3.306088,2,-0.330173,0.551775,3.351304,2,-0.408532,0.312073,3.268255,2,-0.326221,0.341698,3.165775,2,-0.293294,0.360655,3.098225,2,-0.001675,0.538962,3.392141,2,0.076206,0.300509,3.503145,2,0.135997,0.104543,3.582511,2,0.152761,0.061737,3.605500,2,-0.229358,0.052782,3.384265,2,-0.224134,-0.357789,3.502081,2,-0.184448,-0.674959,3.599977,2,-0.220570,-0.757943,3.573631,2,-0.087122,0.064009,3.394179,2,-0.046948,-0.353055,3.266133,2,-0.025444,-0.659257,3.203513,2,-0.015450,-0.717773,3.078125,2,-0.174669,0.565679,3.360825,2,-0.282518,0.397502,3.049700,2,-0.329402,0.378713,3.081000,2,0.190627,0.009800,3.660594,2,0.139792,0.025271,3.594429,2,
00_00_02_0300,-0.158350,0.051466,3.388814,2,-0.164310,0.342341,3.348556,2,-0.169377,0.626844,3.298131,2,-0.168763,0.769280,3.269589,2,-0.324150,0.548056,3.322928,2,-0.411581,0.314159,3.264441,2,-0.323137,0.346527,3.130769,2,-0.294697,0.360541,3.064201,2,0.009108,0.531379,3.362767,2,0.080616,0.295339,3.481527,2,0.135318,0.110688,3.573845,2,0.147494,0.065531,3.593698,2,-0.228087,0.046037,3.345712,2,-0.222996,-0.364503,3.481909,2,-0.183617,-0.673115,3.592174,2,-0.219942,-0.755476,3.570754,2,-0.085355,0.055894,3.361505,2,-0.048686,-0.352366,3.254996,2,-0.037108,-0.660363,3.146844,2,-0.026184,-0.715332,3.021484,2,-0.168211,0.556626,3.312542,2,-0.288561,0.393483,3.021096,2,-0.332343,0.372872,3.048625,2,0.171650,0.001628,3.649561,2,0.109159,0.056482,3.568273,2,
00_00_02_0333,-0.155417,0.044383,3.334407,2,-0.156822,0.337055,3.307034,2,-0.159085,0.623010,3.268770,2,-0.157463,0.761611,3.229993,2,-0.309739,0.545610,3.278709,2,-0.403936,0.310663,3.197932,2,-0.329212,0.340321,3.093246,2,-0.292981,0.358278,3.025275,2,0.017294,0.526210,3.315200,2,0.081845,0.292383,3.441000,2,0.128731,0.110774,3.552896,2,0.143961,0.061043,3.579746,2,-0.224807,0.040969,3.294033,2,-0.224156,-0.374088,3.428147,2,-0.188460,-0.676407,3.583170,2,-0.224677,-0.758963,3.560095,2,-0.082753,0.046862,3.304516,2,-0.043106,-0.356680,3.209422,2,-0.037890,-0.670650,3.134740,2,-0.029122,-0.725748,3.013355,2,-0.158617,0.552569,3.281001,2,-0.282415,0.396133,2.973493,2,-0.326610,0.377285,2.999222,2,0.174310,0.003331,3.651846,2,0.121080,0.035229,3.549154,2,
00_00_02_0367,-0.154489,0.047246,3.290722,2,-0.151668,0.338138,3.265464,2,-0.148314,0.622186,3.227210,2,-0.144538,0.760583,3.194590,2,-0.308469,0.543043,3.251501,2,-0.389689,0.298128,3.151076,2,-0.325026,0.332524,3.061950,2,-0.291327,0.354231,2.997195,2,0.028117,0.518174,3.281209,2,0.088489,0.284826,3.409539,2,0.128631,0.112063,3.503691,2,0.133579,0.067020,3.533645,2,-0.224182,0.044429,3.252745,2,-0.236337,-0.366013,3.365634,2,-0.195853,-0.679956,3.569595,2,-0.238275,-0.757871,3.555686,2,-0.081481,0.049014,3.258351,2,-0.043718,-0.349868,3.191189,2,-0.037582,-0.670767,3.132940,2,-0.031595,-0.729808,3.020919,2,-0.149180,0.552182,3.238620,2,-0.278377,0.393518,2.947859,2,-0.323676,0.370228,2.972000,2,0.158605,-0.002592,3.610448,2,0.120531,0.038578,3.519478,2,
00_00_02_0400,-0.143721,0.046481,3.243849,2,-0.143267,0.338605,3.220957,2,-0.142337,0.623586,3.187436,2,-0.130269,0.759510,3.145136,2,-0.299409,0.536307,3.197005,2,-0.376762,0.296364,3.121087,2,-0.326310,0.324944,3.047095,2,-0.284457,0.347147,2.986201,2,0.037309,0.521432,3.243233,2,0.091692,0.276899,3.355236,2,0.128527,0.105035,3.468593,2,0.134619,0.051907,3.492375,2,-0.213771,0.045147,3.199864,2,-0.243222,-0.355984,3.285546,2,-0.200897,-0.665548,3.516067,2,-0.236323,-0.744202,3.511324,2,-0.071460,0.047039,3.220658,2,-0.048739,-0.361424,3.141098,2,-0.036635,-0.674819,3.124600,2,-0.032203,-0.734915,3.021017,2,-0.142731,0.553362,3.198285,2,-0.279332,0.389273,2.916191,2,-0.321692,0.342806,2.958091,2,0.153053,-0.011018,3.566349,2,0.104791,0.025671,3.453000,2,
00_00_02_0433,-0.136882,0.050860,3.209124,2,-0.135273,0.341810,3.184880,2,-0.132930,0.625636,3.148222,2,-0.123734,0.760263,3.119609,2,-0.298117,0.538019,3.174844,2,-0.370475,0.298372,3.112267,2,-0.319692,0.322597,3.028561,2,-0.276326,0.341335,2.979228,2,0.039198,0.520487,3.191395,2,0.094413,0.279280,3.309165,2,0.129282,0.099604,3.395742,2,0.137774,0.039995,3.431529,2,-0.208152,0.049964,3.167655,2,-0.249502,-0.345960,3.201550,2,-0.217468,-0.647728,3.460188,2,-0.245839,-0.729869,3.453152,2,-0.062016,0.050885,3.177663,2,-0.045849,-0.362055,3.132989,2,-0.035576,-0.677515,3.122100,2,-0.032878,-0.740442,3.021312,2,-0.133560,0.555735,3.159339,2,-0.271603,0.364124,2.917851,2,-0.322583,0.333473,2.946692,2,0.152143,-0.025381,3.506649,2,0.102257,0.027339,3.403333,2,
00_00_02_0467,-0.124375,0.052560,3.165066,2,-0.125664,0.343215,3.147969,2,-0.126215,0.626675,3.119102,2,-0.116549,0.760319,3.070276,2,-0.294555,0.534020,3.124711,2,-0.363427,0.297401,3.108245,2,-0.309689,0.320152,3.001589,2,-0.263430,0.338288,2.958554,2,0.044906,0.519338,3.157264,2,0.100798,0.266821,3.252892,2,0.131660,0.081679,3.327881,2,0.141185,0.026114,3.357718,2,-0.195837,0.052664,3.120085,2,-0.239571,-0.327025,3.113677,2,-0.206776,-0.620444,3.381256,2,-0.231833,-0.705193,3.368934,2,-0.050838,0.051348,3.141637,2,-0.039445,-0.357923,3.112567,2,-0.033545,-0.677953,3.119361,2,-0.033033,-0.743328,3.021198,2,-0.126242,0.556844,3.128698,2,-0.273149,0.358932,2.878539,2,-0.253524,0.392415,2.999917,2,0.156455,-0.039620,3.420624,2,0.099424,0.041414,3.318714,2,
00_00_02_0500,-0.119362,0.057257,3.141923,2,-0.125970,0.347721,3.116287,2,-0.133714,0.630781,3.076553,2,-0.114259,0.762343,3.045307,2,-0.293322,0.537542,3.104836,2,-0.355078,0.292356,3.086688,2,-0.306502,0.314060,2.964639,2,-0.266822,0.323434,2.920394,2,0.050008,0.524510,3.124337,2,0.107293,0.264666,3.201779,2,0.142403,0.071180,3.254368,2,0.142492,0.014092,3.274107,2,-0.190974,0.057193,3.098303,2,-0.239264,-0.325131,3.057025,2,-0.202175,-0.638677,3.301655,2,-0.222481,-0.726801,3.270098,2,-0.044982,0.056311,3.114343,2,-0.037827,-0.357367,3.106957,2,-0.034517,-0.677275,3.116444,2,-0.034543,-0.748330,3.025299,2,-0.131721,0.561108,3.088735,2,-0.278714,0.354701,2.829201,2,-0.312209,0.312636,2.890308,2,0.150174,-0.059445,3.316346,2,0.113316,-0.005322,3.249111,2,
00_00_02_0533,-0.109462,0.059625,3.101572,2,-0.114646,0.349113,3.075224,2,-0.119906,0.631187,3.038638,2,-0.109608,0.764788,2.995400,2,-0.293182,0.540620,3.068315,2,-0.346487,0.287502,3.048510,2,-0.262132,0.322078,2.853137,2,-0.276096,0.331259,2.860153,2,0.054029,0.526586,3.081279,2,0.113774,0.263062,3.146762,2,0.137714,0.059720,3.165902,2,0.142699,0.010402,3.173394,2,-0.180660,0.059601,3.059533,2,-0.224213,-0.325475,2.998433,2,-0.191335,-0.659742,3.201502,2,-0.217801,-0.738971,3.132929,2,-0.035984,0.058274,3.074013,2,-0.036510,-0.357341,3.098417,2,-0.035850,-0.677962,3.115937,2,-0.034517,-0.750717,3.027200,2,-0.118659,0.561733,3.049963,2,-0.297083,0.349911,2.821694,2,-0.301188,0.331160,2.831200,2,0.153846,-0.061081,3.205094,2,0.108378,0.009111,3.156266,2,
00_00_02_0567,-0.103519,0.060842,3.081852,2,-0.111571,0.349645,3.052598,2,-0.119484,0.630942,3.010424,2,-0.108453,0.767506,2.970460,2,-0.291835,0.540713,3.037284,2,-0.341759,0.284489,3.037317,2,-0.265973,0.314208,2.837516,2,-0.278433,0.317070,2.829891,2,0.051083,0.531486,3.045052,2,0.120634,0.265391,3.093410,2,0.146862,0.059975,3.079304,2,0.143180,0.003533,3.082378,2,-0.174400,0.060926,3.036571,2,-0.207410,-0.326302,2.949608,2,-0.183886,-0.666433,3.074476,2,-0.203150,-0.746687,3.004299,2,-0.030234,0.059393,3.056441,2,-0.030492,-0.352817,3.087087,2,-0.039674,-0.678308,3.114720,2,-0.040001,-0.758170,3.038076,2,-0.117548,0.561707,3.023208,2,-0.271736,0.320309,2.796218,2,-0.300839,0.320759,2.805286,2,0.155496,-0.073244,3.101698,2,0.101387,0.014436,3.066000,2,
00_00_02_0600,-0.098099,0.057213,3.042117,2,-0.108296,0.346772,3.013459,2,-0.117899,0.628860,2.974090,2,-0.111017,0.764831,2.926633,2,-0.293604,0.533127,3.005033,2,-0.354915,0.302350,3.014367,2,-0.250805,0.287294,2.826155,2,-0.270132,0.297753,2.817022,2,0.054470,0.528410,3.007426,2,0.124005,0.262790,3.050628,2,0.145334,0.060584,2.999972,2,0.146568,0.007475,2.994693,2,-0.170583,0.056485,3.000658,2,-0.195440,-0.322179,2.896879,2,-0.181371,-0.668688,2.955265,2,-0.186337,-0.752673,2.889802,2,-0.023268,0.056745,3.013349,2,-0.029266,-0.350219,3.073221,2,-0.040540,-0.679371,3.111179,2,-0.039973,-0.760171,3.036530,2,-0.115607,0.559429,2.986044,2,-0.278679,0.308226,2.789721,2,-0.290461,0.307353,2.782000,2,0.155820,-0.070218,2.992090,2,0.104742,0.018141,2.983833,2,
00_00_02_0633,-0.097423,0.054731,3.011702,2,-0.108063,0.344139,2.983300,2,-0.118048,0.625921,2.942816,2,-0.110328,0.759270,2.896286,2,-0.291033,0.532166,2.968776,2,-0.351720,0.333398,2.996144,2,-0.274215,0.277844,2.802481,2,-0.277459,0.283423,2.798027,2,0.057712,0.526576,2.977086,2,0.125573,0.275101,3.000919,2,0.145278,0.079643,2.924200,2,0.150060,0.027457,2.906565,2,-0.169430,0.055145,2.966032,2,-0.178738,-0.356732,2.853852,2,-0.178732,-0.686768,2.836004,2,-0.185152,-0.750746,2.737958,2,-0.023073,0.053216,2.986685,2,-0.026377,-0.353696,3.054969,2,-0.045343,-0.686205,3.105191,2,-0.031749,-0.769297,3.038584,2,-0.115662,0.556576,2.955118,2,-0.282649,0.300617,2.754719,2,-0.307245,0.297801,2.763500,2,0.164752,-0.040813,2.899173,2,0.107878,0.031911,2.920000,2,
00_00_02_0667,-0.092003,0.048798,2.974285,2,-0.103659,0.337567,2.945004,2,-0.114692,0.618760,2.904454,2,-0.115012,0.751245,2.852262,2,-0.291672,0.529868,2.940512,2,-0.352396,0.294668,2.968229,2,-0.269486,0.271477,2.770208,2,-0.283295,0.273447,2.764210,2,0.060255,0.520503,2.938470,2,0.123773,0.279417,2.963704,2,0.145797,0.098415,2.854756,2,0.154814,0.040574,2.816772,2,-0.164232,0.049694,2.933047,2,-0.173587,-0.365859,2.815592,2,-0.161015,-0.680145,2.732444,2,-0.169556,-0.740234,2.621094,2,-0.017662,0.046801,2.945215,2,-0.023021,-0.368827,3.039667,2,-0.045874,-0.686017,3.099368,2,-0.028118,-0.770056,3.037663,2,-0.112045,0.549564,2.916729,2,-0.286547,0.285845,2.720721,2,-0.314090,0.279160,2.742400,2,0.167865,-0.021271,2.795837,2,0.115573,0.043095,2.827625,2,
00_00_02_0700,-0.090315,0.039385,2.943633,2,-0.102311,0.328743,2.910317,2,-0.113655,0.610450,2.864798,2,-0.115219,0.744559,2.821619,2,-0.290093,0.518753,2.899609,2,-0.338896,0.282578,2.920629,2,-0.273167,0.248890,2.717572,2,-0.294969,0.270926,2.719394,2,0.059299,0.512437,2.895353,2,0.125680,0.280140,2.909105,2,0.154243,0.111960,2.781175,2,0.158318,0.058896,2.742150,2,-0.161559,0.040081,2.899369,2,-0.170149,-0.386217,2.754155,2,-0.153639,-0.669272,2.639643,2,-0.158691,-0.732422,2.525391,2,-0.016852,0.037757,2.917396,2,-0.015593,-0.381154,3.032996,2,-0.045892,-0.697183,3.090209,2,-0.027733,-0.775731,3.015126,2,-0.110930,0.541131,2.878382,2,-0.301387,0.275171,2.688715,2,-0.318599,0.276403,2.701000,2,0.170098,0.003577,2.717335,2,0.119805,0.055361,2.740846,2,
00_00_02_0733,-0.088168,0.029450,2.902953,2,-0.100761,0.319605,2.873478,2,-0.112617,0.602089,2.832487,2,-0.121236,0.733355,2.778969,2,-0.291141,0.515176,2.872387,2,-0.346265,0.283700,2.913560,2,-0.290641,0.243495,2.708627,2,-0.295868,0.252902,2.704782,1,0.058098,0.507253,2.862889,2,0.125090,0.280630,2.868733,2,0.153134,0.121958,2.728278,2,0.161214,0.065908,2.679531,2,-0.159195,0.030669,2.860268,2,-0.165996,-0.388942,2.728964,2,-0.140602,-0.666284,2.578079,2,-0.139771,-0.711803,2.444108,2,-0.015028,0.027548,2.875432,2,-0.008329,-0.387745,3.012287,2,-0.045769,-0.699187,3.086928,2,-0.020290,-0.781048,3.024597,2,-0.109773,0.532582,2.844890,2,-0.305733,0.272548,2.663211,2,-0.326206,0.260236,2.673167,2,0.170746,0.010241,2.658623,2,0.114658,0.074918,2.693500,2,
00_00_02_0767,-0.087563,0.019186,2.856585,2,-0.104071,0.309296,2.826516,2,-0.119879,0.591444,2.784319,2,-0.124953,0.727139,2.750024,2,-0.294321,0.499899,2.819917,2,-0.351416,0.286175,2.887172,2,-0.289576,0.221557,2.690643,2,-0.301994,0.238456,2.676793,2,0.054008,0.497791,2.814646,2,0.125544,0.273824,2.815350,2,0.163509,0.124055,2.667242,2,0.167373,0.070590,2.621647,2,-0.157300,0.020186,2.816414,2,-0.158496,-0.380726,2.693388,2,-0.136743,-0.669883,2.567729,2,-0.139044,-0.734613,2.442884,2,-0.015745,0.017727,2.826274,2,-0.008586,-0.400047,2.974530,2,-0.047465,-0.700009,3.076866,2,-0.013683,-0.781581,3.023480,2,-0.116045,0.522048,2.797055,2,-0.301860,0.258904,2.598712,2,-0.342229,0.253390,2.652500,2,0.175382,0.022574,2.595713,2,0.124003,0.073499,2.630818,2,
00_00_02_0800,-0.087544,0.016497,2.816357,2,-0.106830,0.305697,2.793821,2,-0.124659,0.587199,2.758726,2,-0.132249,0.717515,2.703891,2,-0.298130,0.494837,2.797050,2,-0.342756,0.304239,2.854303,2,-0.306813,0.223092,2.639676,2,-0.304701,0.228544,2.634775,1,0.052122,0.492432,2.780000,2,0.123083,0.267459,2.781055,2,0.164703,0.119997,2.631552,2,0.171196,0.079662,2.584919,2,-0.156929,0.017368,2.779783,2,-0.155325,-0.387677,2.656089,2,-0.122830,-0.689644,2.550054,2,-0.133366,-0.746627,2.436806,2,-0.016011,0.015249,2.782571,2,-0.000870,-0.400291,2.935228,2,-0.039179,-0.678580,3.030908,1,-0.041907,-0.724475,2.896303,2,-0.120392,0.517943,2.769753,2,-0.309272,0.245341,2.591881,2,-0.335191,0.246860,2.599714,2,0.183215,0.027903,2.552678,2,0.125874,0.072993,2.589273,2,
00_00_02_0833,-0.090496,0.016452,2.769722,2,-0.113785,0.306899,2.745463,2,-0.136095,0.589248,2.709942,2,-0.140898,0.718293,2.667829,2,-0.307057,0.488116,2.754270,2,-0.354157,0.259254,2.787783,2,-0.298665,0.210204,2.584798,2,-0.308817,0.227281,2.583981,1,0.046905,0.492282,2.744575,2,0.122954,0.264158,2.745832,2,0.169607,0.108574,2.607034,2,0.178352,0.067184,2.554133,2,-0.160168,0.016062,2.730055,2,-0.154640,-0.387391,2.629089,2,-0.120307,-0.690035,2.547626,2,-0.131150,-0.754752,2.434652,2,-0.018545,0.016346,2.738976,2,0.008126,-0.399627,2.889767,2,-0.035194,-0.706614,3.020617,1,-0.000939,-0.789022,3.000331,2,-0.130686,0.519826,2.720912,2,-0.323210,0.243186,2.545201,2,-0.342672,0.234324,2.561833,2,0.191292,0.015973,2.533051,2,0.151240,0.048093,2.563571,2,
